numAssets, numFactors, riskModelType, costParameter, costsOnOff, fullyInvested, longShortOnOff, maxNumAssetsInOptimisedPortfolio, maxNumTradesInOptimisedPortfolio, maxShortLongRatio, minAssetTrade, minAssetWeight, minShortLongRatio, numLinearConstraints, numFrontierIncrements, optimisationTechnique, returnParameter, reviseOnOff, roundLotsOnOff, turnoverConstraint, isRiskConstrained, minRisk, maxRisk, numCompositeAssets
692, 43, 1, 1.0E-4, 1, 0, 0, 450, -1, -1.0, -1.0, -1.0, -1.0, 1, 10, 0, 0.0, 1, 0, -1, false, 0.0, 0.0, 0
alphas, assetNames, benchmarkPortfolio, specificVariance, initialPortfolio, buyCost, minLot, sellCost, sizeLot, rMFactor1, rmFactor2, rmFactor3, rmFactor4, rmFactor5, rmFactor6, rmFactor7, rmFactor8, rmFactor9, rmFactor10, rmFactor11, rmFactor12, rmFactor13, rmFactor14, rmFactor15, rmFactor16, rmFactor17, rmFactor18, rmFactor19, rmFactor20, rmFactor21, rmFactor22, rmFactor23, rmFactor24, rmFactor25, rmFactor26, rmFactor27, rmFactor28, rmFactor29, rmFactor30, rmFactor31, rmFactor32, rmFactor33, rmFactor34, rmFactor35, rmFactor36, rmFactor37, rmFactor38, rmFactor39, rmFactor40, rmFactor41, rmFactor42, rmFactor43, linearConstraint1, lowerBoundAssetWeight, upperBoundAssetWeight
7.972665E-4, GBP.0019772, 5.403220319310309E-5, 0.009869891666666667, 0.0, 0.0020, 0.0, 0.0020, 0.0, -0.5352902, -0.5656242, 0.1444074, -0.6286168, -0.6028874, 1.160349, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0
0.0079419275, GBP.0021926, 4.702802870510825E-5, 0.05154600833333333, 1.0038427066060545E-4, 0.0020, 0.0, 0.0020, 0.0, -0.1171555, -0.3635789, 0.6306132, 1.660632, 0.1048785, 1.17794, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0
-0.00124228025, GBP.0022189, 6.103637768109793E-5, 0.04385129166666667, 1.1955676217431856E-4, 0.0020, 0.0, 0.0020, 0.0, -0.4729756, -0.6829134, -0.2103731, 0.6581132, 0.5313743, 1.414732, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 1.0
0.00130350375, GBP.0028132, 9.005367198850515E-5, 0.0089543, 0.0, 0.0020, 0.0, 0.0020, 0.0, -0.1027642, -0.1499676, 0.2070644, -0.8131716, -0.8815036, 1.118058, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0
-0.00291732875, GBP.0028262, 6.583924018715155E-4, 0.009338516666666668, 6.23828849758599E-4, 0.0020, 0.0, 0.0020, 0.0, 0.8078178, -0.591942, -0.2541032, -0.2789372, 0.4997951, 1.015172, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0
-0.008724042500000001, GBP.0029362, 3.512093207551701E-4, 4.1550874999999996E-4, 6.097160367955816E-4, 0.0020, 0.0, 0.0020, 0.0, 0.4683449, -0.6147027, -0.7365462, -0.8522653, -0.5730603, 1.137034, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0
-0.00711414875, GBP.0030579, 8.00477084342268E-5, 0.010506541666666668, 0.0, 0.0020, 0.0, 0.0020, 0.0, -0.3243614, -0.401981, -0.6264796, -0.4077395, -0.5116576, 1.390188, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0
-0.00992185, GBP.0031958, 4.152474875025515E-4, 0.012360933333333332, 0.0, 0.0020, 0.0, 0.0020, 0.0, 0.5635991, 0.03075005, -0.8331367, -0.8738218, -0.3661789, 1.052545, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0
0.046052587500000006, GBP.0037428, 1.6109601322388147E-4, 0.029105383333333335, 0.0, 0.0020, 0.0, 0.0020, 0.0, 0.05071793, -0.113718, 2.995941, 3.500018, 1.318039, 1.498422, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0
-0.0103542575, GBP.0038614, 0.0034040288011654945, 0.004413823333333334, 0.0037095831034775887, 0.0020, 0.0, 0.0020, 0.0, 1.681005, -0.1587636, -0.8670526, -0.8797681, 0.5517308, 0.883566, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0
-0.015473849999999999, GBP.0039446, 1.7610495855529897E-4, 0.00854105, 0.0, 0.0020, 0.0, 0.0020, 0.0, 0.1049973, -0.50811, -1.282823, -0.115579, -0.5800015, 0.6848135, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0
-0.00180924125, GBP.0040374, 0.0015139022857623143, 0.006739778333333333, 0.001787596252189836, 0.0020, 0.0, 0.0020, 0.0, 1.254993, -0.222346, -0.1212339, -0.6614907, 0.2427026, 1.218901, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0
0.005626435, GBP.0040448, 8.24491396872536E-4, 0.010735483333333334, 0.001135924607800208, 0.0020, 0.0, 0.0020, 0.0, 1.075567, -0.2166009, 0.5328743, 0.6107029, 0.7501946, 1.531506, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0
-0.004485222499999999, GBP.0042035, 1.7310316948901546E-4, 0.0015214925000000001, 0.0, 0.0020, 0.0, 0.0020, 0.0, 0.08991552, -0.2532186, -0.3549522, -1.182151, -0.6867907, 0.8232278, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0
0.00556698875, GBP.0042745, 2.9017294307407214E-5, 0.017456791666666666, 0.0, 0.0020, 0.0, 0.0020, 0.0, -0.4971252, 3.500917, 0.2823215, 1.99147, 0.5424131, 1.314372, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0
-1.05467775E-4, GBP.0044451, 3.011795029837783E-4, 0.0050329225, 5.405269618708963E-4, 0.0020, 0.0, 0.0020, 0.0, 0.3855343, -0.2214751, 0.06323095, -0.8774157, -0.548378, 1.055901, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0
0.004651065, GBP.0044473, 9.785832356084224E-4, 0.008573266666666666, 0.0010016088734888706, 0.0020, 0.0, 0.0020, 0.0, 1.017243, 0.6018538, 0.4345449, 0.5928432, 3.110255, 1.417797, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0
0.0011861905000000001, GBP.0045614, 5.913524460578506E-4, 0.004078421666666667, 0.0010565957581050644, 0.0020, 0.0, 0.0020, 0.0, 1.238341, -0.3274221, 0.1708603, -0.4521679, -0.9215724, 0.9026436, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0
0.002512525, GBP.0047245, 0.0021923066147423865, 0.008049643333333334, 0.0022804489576555157, 0.0020, 0.0, 0.0020, 0.0, 1.451084, -0.1675118, 0.247011, 0.2373527, 3.109518, 1.282727, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0
0.003167375, GBP.0048583, 6.703995581366494E-5, 0.0035034283333333334, 0.0, 0.0020, 0.0, 0.0020, 0.0, -0.4157567, -0.6453922, 0.4213829, -1.014487, -0.3305077, 0.8611381, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0
-0.01092787, GBP.0049241, 0.002437452721822206, 0.008388933333333334, 0.0028228064035929097, 0.0020, 0.0, 0.0020, 0.0, 1.511947, -0.5404999, -0.911633, -0.8906133, 1.339543, 0.4560524, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0
-0.00637285375, GBP.0050403, 4.5026835994252576E-5, 0.0031725333333333335, 0.0, 0.0020, 0.0, 0.0020, 0.0, -0.6300918, -0.6069775, -0.5249324, -1.203994, -0.7426972, 0.7853608, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0
-0.0080856675, GBP.0051796, 1.600954168684536E-4, 0.011960983333333333, 0.0, 0.0020, 0.0, 0.0020, 0.0, 0.4290238, 0.5423959, -0.9177793, 1.318435, -0.8135497, 0.05494544, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0
0.00941634875, GBP.0053372, 2.3013716174840204E-5, 0.017493416666666668, 8.791998430151885E-5, 0.0020, 0.0, 0.0020, 0.0, -0.3681726, 0.761687, 0.6906506, 2.073246, -0.9268251, 1.200551, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0
0.02372635, GBP.0053673, 3.802266150625773E-5, 0.03803368333333334, 4.0876273558663745E-5, 0.0020, 0.0, 0.0020, 0.0, -0.7087659, 3.5005, 1.656906, 3.501132, 2.768869, 1.114195, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0
-0.014752262500000002, GBP.0054632, 0.0019281491769094377, 0.0034031, 0.002285465498875977, 0.0020, 0.0, 0.0020, 0.0, 1.385235, -0.4040856, -1.199411, -0.7701259, 1.473164, 0.7227955, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0
-0.01173840125, GBP.0056434, 0.001125670899856314, 0.0028632258333333334, 0.001516000518347769, 0.0020, 0.0, 0.0020, 0.0, 1.097231, -0.1958326, -0.983526, -0.6681985, -0.2158413, 0.6450191, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0
-0.0052774662500000005, GBP.0056650, 0.008285938419297902, 0.0038665116666666667, 0.007820830499682815, 0.0020, 0.0, 0.0020, 0.0, 2.160886, -0.2288406, -0.4653214, -0.377828, 0.7213767, 1.03488, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0
-0.00271716625, GBP.0059035, 2.3013716174840204E-5, 0.014739575, 0.0, 0.0020, 0.0, 0.0020, 0.0, -0.4964623, 0.1782483, -0.2642784, -0.05060461, -0.6910345, 1.032532, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0
0.011182448749999999, GBP.0059585, 8.415015349148092E-4, 0.032099275000000003, 9.363553042768419E-4, 0.0020, 0.0, 0.0020, 0.0, 0.9367449, -0.4713658, 1.019108, 1.412156, 3.110632, 1.300284, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0
